,Unnamed: 0,Username,Ulasan,Kategori,hasil,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
279,279,suci sekarum,cocok untuk wisata anak kecil  banyak spot yang bermanfaat  bisa untuk camp  pokoknya cocok untuk liburan sekolah anak anak   ,positif,"['cocok', 'untuk', 'wisata', 'anak', 'kecil', 'banyak', 'spot', 'yang', 'bermanfaat', 'bisa', 'untuk', 'camp', 'pokoknya', 'cocok', 'untuk', 'liburan', 'sekolah', 'anak', 'anak']","['cocok', 'untuk', 'wisata', 'anak', 'kecil', 'banyak', 'spot', 'yang', 'bermanfaat', 'bisa', 'untuk', 'camp', 'pokoknya', 'cocok', 'untuk', 'liburan', 'sekolah', 'anak', 'anak']","['cocok', 'wisata', 'anak', 'spot', 'bermanfaat', 'camp', 'pokoknya', 'cocok', 'liburan', 'sekolah', 'anak', 'anak']","['cocok', 'wisata', 'anak', 'spot', 'bermanfaat', 'camp', 'pokoknya', 'cocok', 'liburan', 'sekolah', 'anak', 'anak']","['cocok', 'wisata', 'anak', 'spot', 'manfaat', 'camp', 'pokok', 'cocok', 'libur', 'sekolah', 'anak', 'anak']"
280,280,arif setiono,mengenal tempat ini d tahun  saat camping outdoor   refreshing cukup menyenangkan bersama keluarga dan kawan  ,positif,"['mengenal', 'tempat', 'ini', 'd', 'tahun', 'saat', 'camping', 'outdoor', 'refreshing', 'cukup', 'menyenangkan', 'bersama', 'keluarga', 'dan', 'kawan']","['mengenal', 'tempat', 'ini', 'd', 'tahun', 'saat', 'camping', 'outdoor', 'refreshing', 'cukup', 'menyenangkan', 'bersama', 'keluarga', 'dan', 'kawan']","['mengenal', 'd', 'camping', 'outdoor', 'refreshing', 'menyenangkan', 'keluarga', 'kawan']","['mengenal', 'd', 'camping', 'outdoor', 'refreshing', 'menyenangkan', 'keluarga', 'kawan']","['kenal', 'd', 'camping', 'outdoor', 'refreshing', 'senang', 'keluarga', 'kawan']"
281,281,Khoirur Roziqin,air terjun ndlundung adalah air terjun yang menawarkan keindahan  kemudahan akses dan ke ekonomisan wisata alamnya  anda tidak perlu merogoh kocek dalam dalam karena harganya terjangkau utk semua kalangan  saran saya datang lah ke air  ,positif,"['air', 'terjun', 'ndlundung', 'adalah', 'air', 'terjun', 'yang', 'menawarkan', 'keindahan', 'kemudahan', 'akses', 'dan', 'ke', 'ekonomisan', 'wisata', 'alamnya', 'anda', 'tidak', 'perlu', 'merogoh', 'kocek', 'dalam', 'dalam', 'karena', 'harganya', 'terjangkau', 'utk', 'semua', 'kalangan', 'saran', 'saya', 'datang', 'lah', 'ke', 'air']","['air', 'terjun', 'ndlundung', 'adalah', 'air', 'terjun', 'yang', 'menawarkan', 'keindahan', 'kemudahan', 'akses', 'dan', 'ke', 'ekonomisan', 'wisata', 'alamnya', 'anda', 'tidak', 'perlu', 'merogoh', 'kocek', 'dalam', 'dalam', 'karena', 'harganya', 'terjangkau', 'utk', 'semua', 'kalangan', 'saran', 'saya', 'datang', 'lah', 'ke', 'air']","['air', 'terjun', 'ndlundung', 'air', 'terjun', 'menawarkan', 'keindahan', 'kemudahan', 'akses', 'ekonomisan', 'wisata', 'alamnya', 'merogoh', 'kocek', 'harganya', 'terjangkau', 'utk', 'kalangan', 'saran', 'air']","['air', 'terjun', 'ndlundung', 'air', 'terjun', 'menawarkan', 'keindahan', 'kemudahan', 'akses', 'ekonomisan', 'wisata', 'alamnya', 'merogoh', 'kocek', 'harganya', 'terjangkau', 'utk', 'kalangan', 'saran', 'air']","['air', 'terjun', 'ndlundung', 'air', 'terjun', 'tawar', 'indah', 'mudah', 'akses', 'ekonomis', 'wisata', 'alam', 'rogoh', 'kocek', 'harga', 'jangkau', 'utk', 'kalang', 'saran', 'air']"
282,282,KemanaLagi NgapainLagi,keren banget deh  makin bagus dan keren    bisa utk camping  ada juga tempat makan dan ngopi yg syahdu banget  liputan lengkap bisa check di channelku ya di youtube   kemanalagi ngapainlagi ,positif,"['keren', 'banget', 'deh', 'makin', 'bagus', 'dan', 'keren', 'bisa', 'utk', 'camping', 'ada', 'juga', 'tempat', 'makan', 'dan', 'ngopi', 'yg', 'syahdu', 'banget', 'liputan', 'lengkap', 'bisa', 'check', 'di', 'channelku', 'ya', 'di', 'youtube', 'kemanalagi', 'ngapainlagi']","['keren', 'banget', 'deh', 'makin', 'bagus', 'dan', 'keren', 'bisa', 'utk', 'camping', 'ada', 'juga', 'tempat', 'makan', 'dan', 'ngopi', 'yg', 'syahdu', 'banget', 'liputan', 'lengkap', 'bisa', 'check', 'di', 'channelku', 'ya', 'di', 'youtube', 'kemanalagi', 'ngapainlagi']","['keren', 'banget', 'deh', 'bagus', 'keren', 'utk', 'camping', 'makan', 'ngopi', 'yg', 'syahdu', 'banget', 'liputan', 'lengkap', 'check', 'channelku', 'ya', 'youtube', 'kemanalagi', 'ngapainlagi']","['keren', 'banget', 'deh', 'bagus', 'keren', 'utk', 'camping', 'makan', 'ngopi', 'yg', 'syahdu', 'banget', 'liputan', 'lengkap', 'check', 'channelku', 'ya', 'youtube', 'kemanalagi', 'ngapainlagi']","['keren', 'banget', 'deh', 'bagus', 'keren', 'utk', 'camping', 'makan', 'ngopi', 'yg', 'syahdu', 'banget', 'liput', 'lengkap', 'check', 'channelku', 'ya', 'youtube', 'manalagi', 'ngapainlagi']"
283,283,Suachiyat. Sulaiman,tempat air terjun yg indah  murah n meriah,positif,"['tempat', 'air', 'terjun', 'yg', 'indah', 'murah', 'n', 'meriah']","['tempat', 'air', 'terjun', 'yg', 'indah', 'murah', 'n', 'meriah']","['air', 'terjun', 'yg', 'indah', 'murah', 'n', 'meriah']","['air', 'terjun', 'yg', 'indah', 'murah', 'n', 'meriah']","['air', 'terjun', 'yg', 'indah', 'murah', 'n', 'riah']"
284,284,wiga sesa,awalnya gak sengaja ketempat ini    karena awalnya ga ada rencana mau kemana   ,positif,"['awalnya', 'gak', 'sengaja', 'ketempat', 'ini', 'karena', 'awalnya', 'ga', 'ada', 'rencana', 'mau', 'kemana']","['awalnya', 'gak', 'sengaja', 'ketempat', 'ini', 'karena', 'awalnya', 'ga', 'ada', 'rencana', 'mau', 'kemana']","['gak', 'sengaja', 'ketempat', 'ga', 'rencana', 'kemana']","['gak', 'sengaja', 'ketempat', 'ga', 'rencana', 'kemana']","['gak', 'sengaja', 'tempat', 'ga', 'rencana', 'mana']"
285,285,Ahmad Munawar (Munawar),tempat bagus dan fasilitas juga memadai  ada area camping juga  cuma sayang banyak yg harus dibayar  tiket masuk orang  tiket masuk motor  parkir motor  itu bayar sendiri sendiri  toilet juga bayar lagi  mestinya kan htm itu sudah termasuk  ,positif,"['tempat', 'bagus', 'dan', 'fasilitas', 'juga', 'memadai', 'ada', 'area', 'camping', 'juga', 'cuma', 'sayang', 'banyak', 'yg', 'harus', 'dibayar', 'tiket', 'masuk', 'orang', 'tiket', 'masuk', 'motor', 'parkir', 'motor', 'itu', 'bayar', 'sendiri', 'sendiri', 'toilet', 'juga', 'bayar', 'lagi', 'mestinya', 'kan', 'htm', 'itu', 'sudah', 'termasuk']","['tempat', 'bagus', 'dan', 'fasilitas', 'juga', 'memadai', 'ada', 'area', 'camping', 'juga', 'cuma', 'sayang', 'banyak', 'yg', 'harus', 'dibayar', 'tiket', 'masuk', 'orang', 'tiket', 'masuk', 'motor', 'parkir', 'motor', 'itu', 'bayar', 'sendiri', 'sendiri', 'toilet', 'juga', 'bayar', 'lagi', 'mestinya', 'kan', 'htm', 'itu', 'sudah', 'termasuk']","['bagus', 'fasilitas', 'memadai', 'area', 'camping', 'sayang', 'yg', 'dibayar', 'tiket', 'masuk', 'orang', 'tiket', 'masuk', 'motor', 'parkir', 'motor', 'bayar', 'toilet', 'bayar', 'mestinya', 'htm']","['bagus', 'fasilitas', 'memadai', 'area', 'camping', 'sayang', 'yg', 'dibayar', 'tiket', 'masuk', 'orang', 'tiket', 'masuk', 'motor', 'parkir', 'motor', 'bayar', 'toilet', 'bayar', 'mestinya', 'htm']","['bagus', 'fasilitas', 'pada', 'area', 'camping', 'sayang', 'yg', 'bayar', 'tiket', 'masuk', 'orang', 'tiket', 'masuk', 'motor', 'parkir', 'motor', 'bayar', 'toilet', 'bayar', 'mesti', 'htm']"
286,286,Eko waluyo,tempatnya bersih segar lok waterfall g jauh dari parkiran ada tempat camping juga aman      ,positif,"['tempatnya', 'bersih', 'segar', 'lok', 'waterfall', 'g', 'jauh', 'dari', 'parkiran', 'ada', 'tempat', 'camping', 'juga', 'aman']","['tempatnya', 'bersih', 'segar', 'lok', 'waterfall', 'g', 'jauh', 'dari', 'parkiran', 'ada', 'tempat', 'camping', 'juga', 'aman']","['tempatnya', 'bersih', 'segar', 'lok', 'waterfall', 'g', 'parkiran', 'camping', 'aman']","['tempatnya', 'bersih', 'segar', 'lok', 'waterfall', 'g', 'parkiran', 'camping', 'aman']","['tempat', 'bersih', 'segar', 'lok', 'waterfall', 'g', 'parkir', 'camping', 'aman']"
287,287,ayumi indah,tempatnya bagus  disarankan berangkat pagi karna masih sepi n enjoy untuk foto ,positif,"['tempatnya', 'bagus', 'disarankan', 'berangkat', 'pagi', 'karna', 'masih', 'sepi', 'n', 'enjoy', 'untuk', 'foto']","['tempatnya', 'bagus', 'disarankan', 'berangkat', 'pagi', 'karna', 'masih', 'sepi', 'n', 'enjoy', 'untuk', 'foto']","['tempatnya', 'bagus', 'disarankan', 'berangkat', 'pagi', 'karna', 'sepi', 'n', 'enjoy', 'foto']","['tempatnya', 'bagus', 'disarankan', 'berangkat', 'pagi', 'karna', 'sepi', 'n', 'enjoy', 'foto']","['tempat', 'bagus', 'saran', 'berangkat', 'pagi', 'karna', 'sepi', 'n', 'enjoy', 'foto']"
288,288,Enny Damayanti,wisata alam murah meriah  bersih dan tertata rapi   wonderful   apalagi dapat kesempatan nemu pelangi     recommended  ,positif,"['wisata', 'alam', 'murah', 'meriah', 'bersih', 'dan', 'tertata', 'rapi', 'wonderful', 'apalagi', 'dapat', 'kesempatan', 'nemu', 'pelangi', 'recommended']","['wisata', 'alam', 'murah', 'meriah', 'bersih', 'dan', 'tertata', 'rapi', 'wonderful', 'apalagi', 'dapat', 'kesempatan', 'nemu', 'pelangi', 'recommended']","['wisata', 'alam', 'murah', 'meriah', 'bersih', 'tertata', 'rapi', 'wonderful', 'kesempatan', 'nemu', 'pelangi', 'recommended']","['wisata', 'alam', 'murah', 'meriah', 'bersih', 'tertata', 'rapi', 'wonderful', 'kesempatan', 'nemu', 'pelangi', 'recommended']","['wisata', 'alam', 'murah', 'riah', 'bersih', 'tata', 'rapi', 'wonderful', 'sempat', 'nemu', 'pelangi', 'recommended']"
289,289,yulia yusuf,salah satu air terjun terkenal di desa ketapanrame trawas mojokerto  akses ke air terjun ini sekarang sudah bagus  jalan sudah diperlebar dan dipaving sampai air terjun  jadi pada saat hujan tidak akan becek  di sekitar air terjun ada  ,positif,"['salah', 'satu', 'air', 'terjun', 'terkenal', 'di', 'desa', 'ketapanrame', 'trawas', 'mojokerto', 'akses', 'ke', 'air', 'terjun', 'ini', 'sekarang', 'sudah', 'bagus', 'jalan', 'sudah', 'diperlebar', 'dan', 'dipaving', 'sampai', 'air', 'terjun', 'jadi', 'pada', 'saat', 'hujan', 'tidak', 'akan', 'becek', 'di', 'sekitar', 'air', 'terjun', 'ada']","['salah', 'satu', 'air', 'terjun', 'terkenal', 'di', 'desa', 'ketapanrame', 'trawas', 'mojokerto', 'akses', 'ke', 'air', 'terjun', 'ini', 'sekarang', 'sudah', 'bagus', 'jalan', 'sudah', 'diperlebar', 'dan', 'dipaving', 'sampai', 'air', 'terjun', 'jadi', 'pada', 'saat', 'hujan', 'tidak', 'akan', 'becek', 'di', 'sekitar', 'air', 'terjun', 'ada']","['salah', 'air', 'terjun', 'terkenal', 'desa', 'ketapanrame', 'trawas', 'mojokerto', 'akses', 'air', 'terjun', 'bagus', 'jalan', 'diperlebar', 'dipaving', 'air', 'terjun', 'hujan', 'becek', 'air', 'terjun']","['salah', 'air', 'terjun', 'terkenal', 'desa', 'ketapanrame', 'trawas', 'mojokerto', 'akses', 'air', 'terjun', 'bagus', 'jalan', 'diperlebar', 'dipaving', 'air', 'terjun', 'hujan', 'becek', 'air', 'terjun']","['salah', 'air', 'terjun', 'kenal', 'desa', 'ketapanrame', 'trawas', 'mojokerto', 'akses', 'air', 'terjun', 'bagus', 'jalan', 'lebar', 'dipaving', 'air', 'terjun', 'hujan', 'becek', 'air', 'terjun']"
290,290,zee cell,tips kalau kesini hari biasa saja tidak ramai karena bikin suasana tenang toilet dan musholahnya bagus semoga wisata ini dipertahankan kenyamannya ,positif,"['tips', 'kalau', 'kesini', 'hari', 'biasa', 'saja', 'tidak', 'ramai', 'karena', 'bikin', 'suasana', 'tenang', 'toilet', 'dan', 'musholahnya', 'bagus', 'semoga', 'wisata', 'ini', 'dipertahankan', 'kenyamannya']","['tips', 'kalau', 'kesini', 'hari', 'biasa', 'saja', 'tidak', 'ramai', 'karena', 'bikin', 'suasana', 'tenang', 'toilet', 'dan', 'musholahnya', 'bagus', 'semoga', 'wisata', 'ini', 'dipertahankan', 'kenyamannya']","['tips', 'kesini', 'ramai', 'bikin', 'suasana', 'tenang', 'toilet', 'musholahnya', 'bagus', 'semoga', 'wisata', 'dipertahankan', 'kenyamannya']","['tips', 'kesini', 'ramai', 'bikin', 'suasana', 'tenang', 'toilet', 'musholahnya', 'bagus', 'semoga', 'wisata', 'dipertahankan', 'kenyamannya']","['tips', 'kesini', 'ramai', 'bikin', 'suasana', 'tenang', 'toilet', 'musholahnya', 'bagus', 'moga', 'wisata', 'tahan', 'kenyam']"
291,291,Agnesia Walandouw,suasananya enak cocok buat tamasya keluarga parkirnya luas  ,positif,"['suasananya', 'enak', 'cocok', 'buat', 'tamasya', 'keluarga', 'parkirnya', 'luas']","['suasananya', 'enak', 'cocok', 'buat', 'tamasya', 'keluarga', 'parkirnya', 'luas']","['suasananya', 'enak', 'cocok', 'tamasya', 'keluarga', 'parkirnya', 'luas']","['suasananya', 'enak', 'cocok', 'tamasya', 'keluarga', 'parkirnya', 'luas']","['suasana', 'enak', 'cocok', 'tamasya', 'keluarga', 'parkir', 'luas']"
292,292,Me Dusa,lumayan air terjunnya  pinter aja cari spot foto   fasilitas lengkap  ada mushola  toilet bersih  tempat makan juga  sinyal buruk namun menyediakan jasa wifi berbayar  ,positif,"['lumayan', 'air', 'terjunnya', 'pinter', 'aja', 'cari', 'spot', 'foto', 'fasilitas', 'lengkap', 'ada', 'mushola', 'toilet', 'bersih', 'tempat', 'makan', 'juga', 'sinyal', 'buruk', 'namun', 'menyediakan', 'jasa', 'wifi', 'berbayar']","['lumayan', 'air', 'terjunnya', 'pinter', 'aja', 'cari', 'spot', 'foto', 'fasilitas', 'lengkap', 'ada', 'mushola', 'toilet', 'bersih', 'tempat', 'makan', 'juga', 'sinyal', 'buruk', 'namun', 'menyediakan', 'jasa', 'wifi', 'berbayar']","['lumayan', 'air', 'terjunnya', 'pinter', 'aja', 'cari', 'spot', 'foto', 'fasilitas', 'lengkap', 'mushola', 'toilet', 'bersih', 'makan', 'sinyal', 'buruk', 'menyediakan', 'jasa', 'wifi', 'berbayar']","['lumayan', 'air', 'terjunnya', 'pinter', 'aja', 'cari', 'spot', 'foto', 'fasilitas', 'lengkap', 'mushola', 'toilet', 'bersih', 'makan', 'sinyal', 'buruk', 'menyediakan', 'jasa', 'wifi', 'berbayar']","['lumayan', 'air', 'terjun', 'pinter', 'aja', 'cari', 'spot', 'foto', 'fasilitas', 'lengkap', 'mushola', 'toilet', 'bersih', 'makan', 'sinyal', 'buruk', 'sedia', 'jasa', 'wifi', 'bayar']"
293,293,Qiem Qiem Rochim,sangat sangat menikmati suasana alam yang begitu indah     ,positif,"['sangat', 'sangat', 'menikmati', 'suasana', 'alam', 'yang', 'begitu', 'indah']","['sangat', 'sangat', 'menikmati', 'suasana', 'alam', 'yang', 'begitu', 'indah']","['menikmati', 'suasana', 'alam', 'indah']","['menikmati', 'suasana', 'alam', 'indah']","['nikmat', 'suasana', 'alam', 'indah']"
294,294,Fandi Akhmat,cukup menyenangkan buat anak anak jalan kaki tidak jauh untuk sampai air terjun  hanya saja ada arena omah camping disebelah taman kelinci terlalu berisik dgn lagu lagu yg terlalu keras mengganggu suasana santai alami,negatif,"['cukup', 'menyenangkan', 'buat', 'anak', 'anak', 'jalan', 'kaki', 'tidak', 'jauh', 'untuk', 'sampai', 'air', 'terjun', 'hanya', 'saja', 'ada', 'arena', 'omah', 'camping', 'disebelah', 'taman', 'kelinci', 'terlalu', 'berisik', 'dgn', 'lagu', 'lagu', 'yg', 'terlalu', 'keras', 'mengganggu', 'suasana', 'santai', 'alami']","['cukup', 'menyenangkan', 'buat', 'anak', 'anak', 'jalan', 'kaki', 'tidak', 'jauh', 'untuk', 'sampai', 'air', 'terjun', 'hanya', 'saja', 'ada', 'arena', 'omah', 'camping', 'disebelah', 'taman', 'kelinci', 'terlalu', 'berisik', 'dgn', 'lagu', 'lagu', 'yg', 'terlalu', 'keras', 'mengganggu', 'suasana', 'santai', 'alami']","['menyenangkan', 'anak', 'anak', 'jalan', 'kaki', 'air', 'terjun', 'arena', 'omah', 'camping', 'disebelah', 'taman', 'kelinci', 'berisik', 'dgn', 'lagu', 'lagu', 'yg', 'keras', 'mengganggu', 'suasana', 'santai', 'alami']","['menyenangkan', 'anak', 'anak', 'jalan', 'kaki', 'air', 'terjun', 'arena', 'omah', 'camping', 'disebelah', 'taman', 'kelinci', 'berisik', 'dgn', 'lagu', 'lagu', 'yg', 'keras', 'mengganggu', 'suasana', 'santai', 'alami']","['senang', 'anak', 'anak', 'jalan', 'kaki', 'air', 'terjun', 'arena', 'omah', 'camping', 'belah', 'taman', 'kelinci', 'berisik', 'dgn', 'lagu', 'lagu', 'yg', 'keras', 'ganggu', 'suasana', 'santai', 'alami']"
295,295,Dinda Kasfiyah,tempatnya sekarang sudah baguss  kalau naik ke air terjunnya gak perlu susah karena sudah ada tangganya  jadi gak terlaku capek  kalau mau berkemah disini malah lebih asyik  malam kemah  paginya langsung ke air terjun,positif,"['tempatnya', 'sekarang', 'sudah', 'baguss', 'kalau', 'naik', 'ke', 'air', 'terjunnya', 'gak', 'perlu', 'susah', 'karena', 'sudah', 'ada', 'tangganya', 'jadi', 'gak', 'terlaku', 'capek', 'kalau', 'mau', 'berkemah', 'disini', 'malah', 'lebih', 'asyik', 'malam', 'kemah', 'paginya', 'langsung', 'ke', 'air', 'terjun']","['tempatnya', 'sekarang', 'sudah', 'baguss', 'kalau', 'naik', 'ke', 'air', 'terjunnya', 'gak', 'perlu', 'susah', 'karena', 'sudah', 'ada', 'tangganya', 'jadi', 'gak', 'terlaku', 'capek', 'kalau', 'mau', 'berkemah', 'disini', 'malah', 'lebih', 'asyik', 'malam', 'kemah', 'paginya', 'langsung', 'ke', 'air', 'terjun']","['tempatnya', 'baguss', 'air', 'terjunnya', 'gak', 'susah', 'tangganya', 'gak', 'terlaku', 'capek', 'berkemah', 'asyik', 'malam', 'kemah', 'paginya', 'langsung', 'air', 'terjun']","['tempatnya', 'baguss', 'air', 'terjunnya', 'gak', 'susah', 'tangganya', 'gak', 'terlaku', 'capek', 'berkemah', 'asyik', 'malam', 'kemah', 'paginya', 'langsung', 'air', 'terjun']","['tempat', 'baguss', 'air', 'terjun', 'gak', 'susah', 'tangga', 'gak', 'laku', 'capek', 'kemah', 'asyik', 'malam', 'kemah', 'pagi', 'langsung', 'air', 'terjun']"
296,296,Edy geol,udaranya sejuk  dan terdapat camping ground dengan fasilitas toilet yang bersih dan air lancar  sangat cocok untuk acara camping ceria bersama keluarga,positif,"['udaranya', 'sejuk', 'dan', 'terdapat', 'camping', 'ground', 'dengan', 'fasilitas', 'toilet', 'yang', 'bersih', 'dan', 'air', 'lancar', 'sangat', 'cocok', 'untuk', 'acara', 'camping', 'ceria', 'bersama', 'keluarga']","['udaranya', 'sejuk', 'dan', 'terdapat', 'camping', 'ground', 'dengan', 'fasilitas', 'toilet', 'yang', 'bersih', 'dan', 'air', 'lancar', 'sangat', 'cocok', 'untuk', 'acara', 'camping', 'ceria', 'bersama', 'keluarga']","['udaranya', 'sejuk', 'camping', 'ground', 'fasilitas', 'toilet', 'bersih', 'air', 'lancar', 'cocok', 'acara', 'camping', 'ceria', 'keluarga']","['udaranya', 'sejuk', 'camping', 'ground', 'fasilitas', 'toilet', 'bersih', 'air', 'lancar', 'cocok', 'acara', 'camping', 'ceria', 'keluarga']","['udara', 'sejuk', 'camping', 'ground', 'fasilitas', 'toilet', 'bersih', 'air', 'lancar', 'cocok', 'acara', 'camping', 'ceria', 'keluarga']"
297,297,yanuarita asmaningayu,good place  sebaiknya datang pada pagi hari  bisa di buat camping juga,positif,"['good', 'place', 'sebaiknya', 'datang', 'pada', 'pagi', 'hari', 'bisa', 'di', 'buat', 'camping', 'juga']","['good', 'place', 'sebaiknya', 'datang', 'pada', 'pagi', 'hari', 'bisa', 'di', 'buat', 'camping', 'juga']","['good', 'place', 'pagi', 'camping']","['good', 'place', 'pagi', 'camping']","['good', 'place', 'pagi', 'camping']"
298,298,Fendi Ardian,mudah dijangkau karena lokasinya tidak terlalu jauh dari jalan raya  tiket murah cuma rb aja  lahan parkir lumayan luas  pemandangannya bagus dan terbilang cukup bersih  sudah tersedia toilet serta mushola ,positif,"['mudah', 'dijangkau', 'karena', 'lokasinya', 'tidak', 'terlalu', 'jauh', 'dari', 'jalan', 'raya', 'tiket', 'murah', 'cuma', 'rb', 'aja', 'lahan', 'parkir', 'lumayan', 'luas', 'pemandangannya', 'bagus', 'dan', 'terbilang', 'cukup', 'bersih', 'sudah', 'tersedia', 'toilet', 'serta', 'mushola']","['mudah', 'dijangkau', 'karena', 'lokasinya', 'tidak', 'terlalu', 'jauh', 'dari', 'jalan', 'raya', 'tiket', 'murah', 'cuma', 'rb', 'aja', 'lahan', 'parkir', 'lumayan', 'luas', 'pemandangannya', 'bagus', 'dan', 'terbilang', 'cukup', 'bersih', 'sudah', 'tersedia', 'toilet', 'serta', 'mushola']","['mudah', 'dijangkau', 'lokasinya', 'jalan', 'raya', 'tiket', 'murah', 'rb', 'aja', 'lahan', 'parkir', 'lumayan', 'luas', 'pemandangannya', 'bagus', 'terbilang', 'bersih', 'tersedia', 'toilet', 'mushola']","['mudah', 'dijangkau', 'lokasinya', 'jalan', 'raya', 'tiket', 'murah', 'rb', 'aja', 'lahan', 'parkir', 'lumayan', 'luas', 'pemandangannya', 'bagus', 'terbilang', 'bersih', 'tersedia', 'toilet', 'mushola']","['mudah', 'jangkau', 'lokasi', 'jalan', 'raya', 'tiket', 'murah', 'rb', 'aja', 'lahan', 'parkir', 'lumayan', 'luas', 'pandang', 'bagus', 'bilang', 'bersih', 'sedia', 'toilet', 'mushola']"
299,299,Amalia Irawati,tempat yang sangat cocok dijadikan pelarian penat dari hiruk pikuk kota  banyak sekali keluarga yang memanfaatkan tempat ini sebagai ajang pengenalan sang anak kepada indahnya alam  banyaknya pohon pinus menambah kesan indah tempat ini  ,positif,"['tempat', 'yang', 'sangat', 'cocok', 'dijadikan', 'pelarian', 'penat', 'dari', 'hiruk', 'pikuk', 'kota', 'banyak', 'sekali', 'keluarga', 'yang', 'memanfaatkan', 'tempat', 'ini', 'sebagai', 'ajang', 'pengenalan', 'sang', 'anak', 'kepada', 'indahnya', 'alam', 'banyaknya', 'pohon', 'pinus', 'menambah', 'kesan', 'indah', 'tempat', 'ini']","['tempat', 'yang', 'sangat', 'cocok', 'dijadikan', 'pelarian', 'penat', 'dari', 'hiruk', 'pikuk', 'kota', 'banyak', 'sekali', 'keluarga', 'yang', 'memanfaatkan', 'tempat', 'ini', 'sebagai', 'ajang', 'pengenalan', 'sang', 'anak', 'kepada', 'indahnya', 'alam', 'banyaknya', 'pohon', 'pinus', 'menambah', 'kesan', 'indah', 'tempat', 'ini']","['cocok', 'dijadikan', 'pelarian', 'penat', 'hiruk', 'pikuk', 'kota', 'keluarga', 'memanfaatkan', 'ajang', 'pengenalan', 'sang', 'anak', 'indahnya', 'alam', 'banyaknya', 'pohon', 'pinus', 'menambah', 'kesan', 'indah']","['cocok', 'dijadikan', 'pelarian', 'penat', 'hiruk', 'pikuk', 'kota', 'keluarga', 'memanfaatkan', 'ajang', 'pengenalan', 'sang', 'anak', 'indahnya', 'alam', 'banyaknya', 'pohon', 'pinus', 'menambah', 'kesan', 'indah']","['cocok', 'jadi', 'lari', 'penat', 'hiruk', 'pikuk', 'kota', 'keluarga', 'manfaat', 'ajang', 'kenal', 'sang', 'anak', 'indah', 'alam', 'banyak', 'pohon', 'pinus', 'tambah', 'kesan', 'indah']"
300,300,hanan intan,pengalaman sangat seru se x bersm keluarga menghibur anak    menghilangkan kejenuhan dikota surabaya,positif,"['pengalaman', 'sangat', 'seru', 'se', 'x', 'bersm', 'keluarga', 'menghibur', 'anak', 'menghilangkan', 'kejenuhan', 'dikota', 'surabaya']","['pengalaman', 'sangat', 'seru', 'se', 'x', 'bersm', 'keluarga', 'menghibur', 'anak', 'menghilangkan', 'kejenuhan', 'dikota', 'surabaya']","['pengalaman', 'seru', 'x', 'bersm', 'keluarga', 'menghibur', 'anak', 'menghilangkan', 'kejenuhan', 'dikota', 'surabaya']","['pengalaman', 'seru', 'x', 'bersm', 'keluarga', 'menghibur', 'anak', 'menghilangkan', 'kejenuhan', 'dikota', 'surabaya']","['alam', 'seru', 'x', 'bersm', 'keluarga', 'hibur', 'anak', 'hilang', 'jenuh', 'kota', 'surabaya']"
301,301,Elyas Wahyudi,tempat wisata alam yang murah meriah  udaranya sejuk pemandangan alamnya indah betah untuk berlama lama,positif,"['tempat', 'wisata', 'alam', 'yang', 'murah', 'meriah', 'udaranya', 'sejuk', 'pemandangan', 'alamnya', 'indah', 'betah', 'untuk', 'berlama', 'lama']","['tempat', 'wisata', 'alam', 'yang', 'murah', 'meriah', 'udaranya', 'sejuk', 'pemandangan', 'alamnya', 'indah', 'betah', 'untuk', 'berlama', 'lama']","['wisata', 'alam', 'murah', 'meriah', 'udaranya', 'sejuk', 'pemandangan', 'alamnya', 'indah', 'betah', 'berlama']","['wisata', 'alam', 'murah', 'meriah', 'udaranya', 'sejuk', 'pemandangan', 'alamnya', 'indah', 'betah', 'berlama']","['wisata', 'alam', 'murah', 'riah', 'udara', 'sejuk', 'pandang', 'alam', 'indah', 'betah', 'lama']"
